TPXC30 Index,,,7203 JT Equity,,,7267 JT Equity,,,6758 JT Equity,,,7201 JT Equity,,,6752 JT Equity,,,6902 JT Equity,,,9984 JT Equity,,,9432 JT Equity,,,9433 JT Equity,,,9437 JT Equity,,,8306 JT Equity,,,8316 JT Equity,,,8411 JT Equity,,,8766 JT Equity,,,8604 JT Equity,,,6954 JT Equity,,,9020 JT Equity,,,8058 JT Equity,,,9022 JT Equity,,,8031 JT Equity,,,2914 JT Equity,,,3382 JT Equity,,,7751 JT Equity,,,6981 JT Equity,,,6501 JT Equity,,,4502 JT Equity,,,4503 JT Equity,,,8802 JT Equity,,,8801 JT Equity,,,4063 JT Equity,
Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST
2013/2/12,535.14,,2013/2/12,4920,,2013/2/12,3545,,2013/2/12,1381,,2013/2/12,950,,2013/2/12,701,,2013/2/12,3655,,2013/2/12,3545,,2013/2/12,2072.5,,2013/2/12,1136.7,,2013/2/12,1383,,2013/2/12,543,,2013/2/12,3875,,2013/2/12,217,,2013/2/12,2692,,2013/2/12,558,,2013/2/12,14830,,2013/2/12,6560,,2013/2/12,1931,,2013/2/12,8340,,2013/2/12,1410,,2013/2/12,2898,,2013/2/12,2806,,2013/2/12,3305,,2013/2/12,5960,,2013/2/12,530,,2013/2/12,4675,,2013/2/12,977,,2013/2/12,2144,,2013/2/12,2125,,2013/2/12,5610
2013/2/13,528.98,,2013/2/13,4830,,2013/2/13,3515,,2013/2/13,1304,,2013/2/13,950,,2013/2/13,677,,2013/2/13,3610,,2013/2/13,3470,,2013/2/13,2085,,2013/2/13,1141.7,,2013/2/13,1391,,2013/2/13,533,,2013/2/13,3805,,2013/2/13,212,,2013/2/13,2700,,2013/2/13,540,,2013/2/13,14810,,2013/2/13,6630,,2013/2/13,1923,,2013/2/13,8330,,2013/2/13,1398,,2013/2/13,2941,,2013/2/13,2797,,2013/2/13,3260,,2013/2/13,5890,,2013/2/13,525,,2013/2/13,4675,,2013/2/13,980,,2013/2/13,2111,,2013/2/13,2099,,2013/2/13,5570
2013/2/14,526.71,,2013/2/14,4815,,2013/2/14,3510,,2013/2/14,1338,,2013/2/14,933,,2013/2/14,671,,2013/2/14,3640,,2013/2/14,3460,,2013/2/14,2092.5,,2013/2/14,1146.7,,2013/2/14,1386,,2013/2/14,523,,2013/2/14,3760,,2013/2/14,208,,2013/2/14,2684,,2013/2/14,539,,2013/2/14,15010,,2013/2/14,6540,,2013/2/14,1917,,2013/2/14,8330,,2013/2/14,1387,,2013/2/14,2924,,2013/2/14,2795,,2013/2/14,3315,,2013/2/14,5820,,2013/2/14,523,,2013/2/14,4690,,2013/2/14,989,,2013/2/14,2078,,2013/2/14,2079,,2013/2/14,5580
2013/2/15,517.63,,2013/2/15,4725,,2013/2/15,3455,,2013/2/15,1313,,2013/2/15,932,,2013/2/15,665,,2013/2/15,3580,,2013/2/15,3425,,2013/2/15,2057.5,,2013/2/15,1131.7,,2013/2/15,1370,,2013/2/15,508,,2013/2/15,3640,,2013/2/15,196,,2013/2/15,2677,,2013/2/15,528,,2013/2/15,14840,,2013/2/15,6520,,2013/2/15,1900,,2013/2/15,8320,,2013/2/15,1371,,2013/2/15,2900,,2013/2/15,2756,,2013/2/15,3265,,2013/2/15,5860,,2013/2/15,517,,2013/2/15,4660,,2013/2/15,982,,2013/2/15,2046,,2013/2/15,2042,,2013/2/15,5550
2013/2/18,529.5,,2013/2/18,4785,,2013/2/18,3505,,2013/2/18,1329,,2013/2/18,950,,2013/2/18,667,,2013/2/18,3635,,2013/2/18,3450,,2013/2/18,2145,,2013/2/18,1150,,2013/2/18,1392,,2013/2/18,533,,2013/2/18,3820,,2013/2/18,204,,2013/2/18,2741,,2013/2/18,541,,2013/2/18,15150,,2013/2/18,6690,,2013/2/18,1924,,2013/2/18,8600,,2013/2/18,1392,,2013/2/18,2952,,2013/2/18,2801,,2013/2/18,3310,,2013/2/18,6020,,2013/2/18,519,,2013/2/18,4705,,2013/2/18,1002,,2013/2/18,2128,,2013/2/18,2120,,2013/2/18,5640
2013/2/19,527.21,,2013/2/19,4740,,2013/2/19,3490,,2013/2/19,1351,,2013/2/19,940,,2013/2/19,664,,2013/2/19,3590,,2013/2/19,3410,,2013/2/19,2102.5,,2013/2/19,1138.3,,2013/2/19,1396,,2013/2/19,534,,2013/2/19,3810,,2013/2/19,204,,2013/2/19,2750,,2013/2/19,548,,2013/2/19,14530,,2013/2/19,6700,,2013/2/19,1928,,2013/2/19,8760,,2013/2/19,1400,,2013/2/19,2925,,2013/2/19,2799,,2013/2/19,3295,,2013/2/19,5980,,2013/2/19,514,,2013/2/19,4710,,2013/2/19,986,,2013/2/19,2137,,2013/2/19,2123,,2013/2/19,5540
2013/2/20,531.67,,2013/2/20,4820,,2013/2/20,3500,,2013/2/20,1355,,2013/2/20,938,,2013/2/20,685,,2013/2/20,3670,,2013/2/20,3395,,2013/2/20,2147.5,,2013/2/20,1155,,2013/2/20,1411,,2013/2/20,533,,2013/2/20,3825,,2013/2/20,205,,2013/2/20,2885,,2013/2/20,544,,2013/2/20,14580,,2013/2/20,6840,,2013/2/20,1924,,2013/2/20,8980,,2013/2/20,1413,,2013/2/20,2895,,2013/2/20,2815,,2013/2/20,3345,,2013/2/20,6100,,2013/2/20,524,,2013/2/20,4790,,2013/2/20,1004,,2013/2/20,2136,,2013/2/20,2130,,2013/2/20,5740
2013/2/21,523.79,,2013/2/21,4765,,2013/2/21,3475,,2013/2/21,1331,,2013/2/21,940,,2013/2/21,673,,2013/2/21,3630,,2013/2/21,3310,,2013/2/21,2165,,2013/2/21,1133.3,,2013/2/21,1423,,2013/2/21,520,,2013/2/21,3720,,2013/2/21,201,,2013/2/21,2788,,2013/2/21,533,,2013/2/21,14260,,2013/2/21,6830,,2013/2/21,1880,,2013/2/21,8910,,2013/2/21,1389,,2013/2/21,2840,,2013/2/21,2789,,2013/2/21,3305,,2013/2/21,5940,,2013/2/21,522,,2013/2/21,4775,,2013/2/21,990,,2013/2/21,2118,,2013/2/21,2085,,2013/2/21,5660
2013/2/22,522.24,,2013/2/22,4730,,2013/2/22,3470,,2013/2/22,1296,,2013/2/22,939,,2013/2/22,671,,2013/2/22,3620,,2013/2/22,3345,,2013/2/22,2130,,2013/2/22,1148.3,,2013/2/22,1422,,2013/2/22,513,,2013/2/22,3695,,2013/2/22,202,,2013/2/22,2728,,2013/2/22,531,,2013/2/22,14460,,2013/2/22,6830,,2013/2/22,1850,,2013/2/22,9190,,2013/2/22,1371,,2013/2/22,2860,,2013/2/22,2797,,2013/2/22,3315,,2013/2/22,5970,,2013/2/22,518,,2013/2/22,4805,,2013/2/22,981,,2013/2/22,2113,,2013/2/22,2102,,2013/2/22,5710
2013/2/25,531.41,,2013/2/25,4795,,2013/2/25,3525,,2013/2/25,1340,,2013/2/25,940,,2013/2/25,683,,2013/2/25,3750,,2013/2/25,3475,,2013/2/25,2187.5,,2013/2/25,1190,,2013/2/25,1437,,2013/2/25,527,,2013/2/25,3755,,2013/2/25,206,,2013/2/25,2734,,2013/2/25,541,,2013/2/25,14550,,2013/2/25,6830,,2013/2/25,1875,,2013/2/25,9160,,2013/2/25,1402,,2013/2/25,2901,,2013/2/25,2793,,2013/2/25,3375,,2013/2/25,6000,,2013/2/25,530,,2013/2/25,4815,,2013/2/25,989,,2013/2/25,2189,,2013/2/25,2247,,2013/2/25,5840
2013/2/26,523.04,,2013/2/26,4715,,2013/2/26,3415,,2013/2/26,1290,,2013/2/26,916,,2013/2/26,671,,2013/2/26,3710,,2013/2/26,3420,,2013/2/26,2182.5,,2013/2/26,1168.3,,2013/2/26,1427,,2013/2/26,519,,2013/2/26,3690,,2013/2/26,203,,2013/2/26,2682,,2013/2/26,535,,2013/2/26,14190,,2013/2/26,6830,,2013/2/26,1850,,2013/2/26,9040,,2013/2/26,1389,,2013/2/26,2880,,2013/2/26,2736,,2013/2/26,3325,,2013/2/26,5820,,2013/2/26,517,,2013/2/26,4765,,2013/2/26,976,,2013/2/26,2239,,2013/2/26,2263,,2013/2/26,5670
2013/2/27,512.27,,2013/2/27,4605,,2013/2/27,3330,,2013/2/27,1292,,2013/2/27,902,,2013/2/27,659,,2013/2/27,3640,,2013/2/27,3330,,2013/2/27,2102.5,,2013/2/27,1145,,2013/2/27,1410,,2013/2/27,505,,2013/2/27,3580,,2013/2/27,199,,2013/2/27,2576,,2013/2/27,522,,2013/2/27,13870,,2013/2/27,6740,,2013/2/27,1824,,2013/2/27,8850,,2013/2/27,1365,,2013/2/27,2902,,2013/2/27,2639,,2013/2/27,3235,,2013/2/27,5690,,2013/2/27,509,,2013/2/27,4700,,2013/2/27,969,,2013/2/27,2228,,2013/2/27,2239,,2013/2/27,5580
2013/2/28,525.56,,2013/2/28,4765,,2013/2/28,3455,,2013/2/28,1338,,2013/2/28,937,,2013/2/28,668,,2013/2/28,3890,,2013/2/28,3435,,2013/2/28,2125,,2013/2/28,1160,,2013/2/28,1434,,2013/2/28,513,,2013/2/28,3710,,2013/2/28,204,,2013/2/28,2618,,2013/2/28,532,,2013/2/28,14310,,2013/2/28,6840,,2013/2/28,1839,,2013/2/28,9010,,2013/2/28,1374,,2013/2/28,2925,,2013/2/28,2706,,2013/2/28,3365,,2013/2/28,6020,,2013/2/28,520,,2013/2/28,4795,,2013/2/28,1002,,2013/2/28,2310,,2013/2/28,2358,,2013/2/28,5700
2013/3/1,530.28,,2013/3/1,4750,,2013/3/1,3465,,2013/3/1,1390,,2013/3/1,944,,2013/3/1,666,,2013/3/1,3845,,2013/3/1,3390,,2013/3/1,2117.5,,2013/3/1,1166.7,,2013/3/1,1435,,2013/3/1,523,,2013/3/1,3770,,2013/3/1,204,,2013/3/1,2633,,2013/3/1,550,,2013/3/1,14280,,2013/3/1,7060,,2013/3/1,1830,,2013/3/1,9180,,2013/3/1,1376,,2013/3/1,3050,,2013/3/1,2761,,2013/3/1,3375,,2013/3/1,6100,,2013/3/1,521,,2013/3/1,4890,,2013/3/1,1014,,2013/3/1,2450,,2013/3/1,2434,,2013/3/1,5680
2013/3/4,533.65,,2013/3/4,4745,,2013/3/4,3475,,2013/3/4,1438,,2013/3/4,945,,2013/3/4,659,,2013/3/4,3905,,2013/3/4,3495,,2013/3/4,2135,,2013/3/4,1158.3,,2013/3/4,1444,,2013/3/4,531,,2013/3/4,3835,,2013/3/4,206,,2013/3/4,2684,,2013/3/4,554,,2013/3/4,14000,,2013/3/4,7350,,2013/3/4,1800,,2013/3/4,9420,,2013/3/4,1353,,2013/3/4,3115,,2013/3/4,2795,,2013/3/4,3350,,2013/3/4,6200,,2013/3/4,512,,2013/3/4,4935,,2013/3/4,1026,,2013/3/4,2537,,2013/3/4,2492,,2013/3/4,5660
2013/3/5,531.38,,2013/3/5,4735,,2013/3/5,3475,,2013/3/5,1425,,2013/3/5,943,,2013/3/5,661,,2013/3/5,3925,,2013/3/5,3500,,2013/3/5,2150,,2013/3/5,1158.3,,2013/3/5,1436,,2013/3/5,527,,2013/3/5,3815,,2013/3/5,205,,2013/3/5,2642,,2013/3/5,554,,2013/3/5,14000,,2013/3/5,7210,,2013/3/5,1806,,2013/3/5,9320,,2013/3/5,1349,,2013/3/5,3075,,2013/3/5,2799,,2013/3/5,3345,,2013/3/5,6180,,2013/3/5,516,,2013/3/5,4920,,2013/3/5,1020,,2013/3/5,2484,,2013/3/5,2439,,2013/3/5,5560
2013/3/6,539.66,,2013/3/6,4830,,2013/3/6,3545,,2013/3/6,1462,,2013/3/6,947,,2013/3/6,672,,2013/3/6,3990,,2013/3/6,3740,,2013/3/6,2175,,2013/3/6,1193.3,,2013/3/6,1448,,2013/3/6,535,,2013/3/6,3850,,2013/3/6,205,,2013/3/6,2734,,2013/3/6,562,,2013/3/6,13980,,2013/3/6,7290,,2013/3/6,1820,,2013/3/6,9680,,2013/3/6,1362,,2013/3/6,3095,,2013/3/6,2956,,2013/3/6,3370,,2013/3/6,6440,,2013/3/6,536,,2013/3/6,4945,,2013/3/6,1034,,2013/3/6,2491,,2013/3/6,2472,,2013/3/6,5650
2013/3/7,537.88,,2013/3/7,4835,,2013/3/7,3565,,2013/3/7,1451,,2013/3/7,934,,2013/3/7,661,,2013/3/7,4030,,2013/3/7,3660,,2013/3/7,2160,,2013/3/7,1203.3,,2013/3/7,1447,,2013/3/7,527,,2013/3/7,3755,,2013/3/7,203,,2013/3/7,2720,,2013/3/7,557,,2013/3/7,14040,,2013/3/7,7340,,2013/3/7,1825,,2013/3/7,9630,,2013/3/7,1369,,2013/3/7,3130,,2013/3/7,2920,,2013/3/7,3365,,2013/3/7,6380,,2013/3/7,538,,2013/3/7,5000,,2013/3/7,1044,,2013/3/7,2523,,2013/3/7,2459,,2013/3/7,5720
2013/3/8,545.73,,2013/3/8,4910,,2013/3/8,3660,,2013/3/8,1464,,2013/3/8,962,,2013/3/8,665,,2013/3/8,4145,,2013/3/8,3775,,2013/3/8,2132.5,,2013/3/8,1210,,2013/3/8,1444,,2013/3/8,535,,2013/3/8,3880,,2013/3/8,205,,2013/3/8,2768,,2013/3/8,561,,2013/3/8,14380,,2013/3/8,7370,,2013/3/8,1827,,2013/3/8,9650,,2013/3/8,1375,,2013/3/8,3125,,2013/3/8,2938,,2013/3/8,3385,,2013/3/8,6350,,2013/3/8,543,,2013/3/8,5080,,2013/3/8,1042,,2013/3/8,2654,,2013/3/8,2570,,2013/3/8,5760
2013/3/11,559.84,,2013/3/11,5000,,2013/3/11,3755,,2013/3/11,1508,,2013/3/11,993,,2013/3/11,670,,2013/3/11,4100,,2013/3/11,3745,,2013/3/11,2152.5,,2013/3/11,1223.3,,2013/3/11,1459,,2013/3/11,569,,2013/3/11,4140,,2013/3/11,215,,2013/3/11,2865,,2013/3/11,587,,2013/3/11,14410,,2013/3/11,7790,,2013/3/11,1864,,2013/3/11,9940,,2013/3/11,1419,,2013/3/11,3010,,2013/3/11,2976,,2013/3/11,3505,,2013/3/11,6590,,2013/3/11,556,,2013/3/11,5140,,2013/3/11,1044,,2013/3/11,2694,,2013/3/11,2635,,2013/3/11,5840
2013/3/12,558.26,,2013/3/12,4960,,2013/3/12,3730,,2013/3/12,1478,,2013/3/12,993,,2013/3/12,701,,2013/3/12,4020,,2013/3/12,3795,,2013/3/12,2135,,2013/3/12,1220,,2013/3/12,1480,,2013/3/12,566,,2013/3/12,4100,,2013/3/12,213,,2013/3/12,2850,,2013/3/12,582,,2013/3/12,14360,,2013/3/12,7650,,2013/3/12,1887,,2013/3/12,9870,,2013/3/12,1420,,2013/3/12,2990,,2013/3/12,2963,,2013/3/12,3550,,2013/3/12,6540,,2013/3/12,552,,2013/3/12,5130,,2013/3/12,1036,,2013/3/12,2632,,2013/3/12,2655,,2013/3/12,5870
2013/3/13,555.92,,2013/3/13,4910,,2013/3/13,3740,,2013/3/13,1500,,2013/3/13,999,,2013/3/13,681,,2013/3/13,4080,,2013/3/13,3780,,2013/3/13,2097.5,,2013/3/13,1210,,2013/3/13,1462,,2013/3/13,575,,2013/3/13,4080,,2013/3/13,212,,2013/3/13,2856,,2013/3/13,578,,2013/3/13,14000,,2013/3/13,7530,,2013/3/13,1867,,2013/3/13,9710,,2013/3/13,1415,,2013/3/13,3205,,2013/3/13,2896,,2013/3/13,3450,,2013/3/13,6740,,2013/3/13,549,,2013/3/13,5060,,2013/3/13,1026,,2013/3/13,2607,,2013/3/13,2633,,2013/3/13,5930
2013/3/14,558.16,,2013/3/14,4950,,2013/3/14,3725,,2013/3/14,1503,,2013/3/14,992,,2013/3/14,675,,2013/3/14,4110,,2013/3/14,3780,,2013/3/14,2090,,2013/3/14,1205,,2013/3/14,1451,,2013/3/14,580,,2013/3/14,4095,,2013/3/14,214,,2013/3/14,2853,,2013/3/14,586,,2013/3/14,14120,,2013/3/14,7620,,2013/3/14,1848,,2013/3/14,9700,,2013/3/14,1395,,2013/3/14,3130,,2013/3/14,2881,,2013/3/14,3470,,2013/3/14,6930,,2013/3/14,550,,2013/3/14,5150,,2013/3/14,1036,,2013/3/14,2737,,2013/3/14,2773,,2013/3/14,6130
2013/3/15,563.34,,2013/3/15,5020,,2013/3/15,3820,,2013/3/15,1668,,2013/3/15,985,,2013/3/15,688,,2013/3/15,4120,,2013/3/15,3790,,2013/3/15,2092.5,,2013/3/15,1208.3,,2013/3/15,1454,,2013/3/15,576,,2013/3/15,4045,,2013/3/15,212,,2013/3/15,2913,,2013/3/15,588,,2013/3/15,14410,,2013/3/15,7820,,2013/3/15,1854,,2013/3/15,9960,,2013/3/15,1405,,2013/3/15,3075,,2013/3/15,2949,,2013/3/15,3460,,2013/3/15,7090,,2013/3/15,561,,2013/3/15,5250,,2013/3/15,1054,,2013/3/15,2796,,2013/3/15,2725,,2013/3/15,6430
2013/3/18,548.1,,2013/3/18,4850,,2013/3/18,3690,,2013/3/18,1555,,2013/3/18,951,,2013/3/18,692,,2013/3/18,3980,,2013/3/18,3630,,2013/3/18,2075,,2013/3/18,1198.3,,2013/3/18,1452,,2013/3/18,558,,2013/3/18,3935,,2013/3/18,207,,2013/3/18,2813,,2013/3/18,571,,2013/3/18,14110,,2013/3/18,7530,,2013/3/18,1835,,2013/3/18,9790,,2013/3/18,1386,,2013/3/18,3000,,2013/3/18,2912,,2013/3/18,3385,,2013/3/18,6770,,2013/3/18,542,,2013/3/18,5130,,2013/3/18,1026,,2013/3/18,2681,,2013/3/18,2653,,2013/3/18,6250
2013/3/19,557.74,,2013/3/19,4940,,2013/3/19,3780,,2013/3/19,1661,,2013/3/19,957,,2013/3/19,690,,2013/3/19,4080,,2013/3/19,3665,,2013/3/19,2097.5,,2013/3/19,1225,,2013/3/19,1468,,2013/3/19,568,,2013/3/19,4000,,2013/3/19,210,,2013/3/19,2831,,2013/3/19,578,,2013/3/19,14610,,2013/3/19,7850,,2013/3/19,1858,,2013/3/19,10050,,2013/3/19,1397,,2013/3/19,3045,,2013/3/19,2940,,2013/3/19,3490,,2013/3/19,6890,,2013/3/19,554,,2013/3/19,5190,,2013/3/19,1042,,2013/3/19,2660,,2013/3/19,2645,,2013/3/19,6380
2013/3/21,563.72,,2013/3/21,4990,,2013/3/21,3770,,2013/3/21,1690,,2013/3/21,975,,2013/3/21,694,,2013/3/21,4030,,2013/3/21,3850,,2013/3/21,2125,,2013/3/21,1250,,2013/3/21,1484,,2013/3/21,577,,2013/3/21,4000,,2013/3/21,212,,2013/3/21,2848,,2013/3/21,591,,2013/3/21,15360,,2013/3/21,7940,,2013/3/21,1857,,2013/3/21,10140,,2013/3/21,1393,,2013/3/21,3060,,2013/3/21,3075,,2013/3/21,3535,,2013/3/21,7020,,2013/3/21,568,,2013/3/21,5280,,2013/3/21,1040,,2013/3/21,2587,,2013/3/21,2605,,2013/3/21,6420
2013/3/22,552.88,,2013/3/22,4880,,2013/3/22,3670,,2013/3/22,1660,,2013/3/22,946,,2013/3/22,676,,2013/3/22,3950,,2013/3/22,3760,,2013/3/22,2095,,2013/3/22,1248.3,,2013/3/22,1492,,2013/3/22,563,,2013/3/22,3930,,2013/3/22,209,,2013/3/22,2781,,2013/3/22,589,,2013/3/22,14510,,2013/3/22,7740,,2013/3/22,1840,,2013/3/22,9980,,2013/3/22,1380,,2013/3/22,2995,,2013/3/22,2952,,2013/3/22,3500,,2013/3/22,6840,,2013/3/22,561,,2013/3/22,5190,,2013/3/22,1016,,2013/3/22,2549,,2013/3/22,2596,,2013/3/22,6280
2013/3/25,557.48,,2013/3/25,4920,,2013/3/25,3675,,2013/3/25,1712,,2013/3/25,945,,2013/3/25,676,,2013/3/25,4040,,2013/3/25,3880,,2013/3/25,2100,,2013/3/25,1261.7,,2013/3/25,1482,,2013/3/25,572,,2013/3/25,3930,,2013/3/25,210,,2013/3/25,2768,,2013/3/25,593,,2013/3/25,14550,,2013/3/25,7750,,2013/3/25,1848,,2013/3/25,9920,,2013/3/25,1388,,2013/3/25,3010,,2013/3/25,3035,,2013/3/25,3500,,2013/3/25,6830,,2013/3/25,565,,2013/3/25,5250,,2013/3/25,1012,,2013/3/25,2618,,2013/3/25,2637,,2013/3/25,6370
2013/3/26,554.98,,2013/3/26,4910,,2013/3/26,3640,,2013/3/26,1666,,2013/3/26,927,,2013/3/26,673,,2013/3/26,4095,,2013/3/26,3975,,2013/3/26,2095,,2013/3/26,1271.7,,2013/3/26,1474,,2013/3/26,562,,2013/3/26,3900,,2013/3/26,207,,2013/3/26,2774,,2013/3/26,585,,2013/3/26,14780,,2013/3/26,7800,,2013/3/26,1828,,2013/3/26,10020,,2013/3/26,1382,,2013/3/26,3025,,2013/3/26,3035,,2013/3/26,3495,,2013/3/26,6890,,2013/3/26,556,,2013/3/26,5250,,2013/3/26,1026,,2013/3/26,2596,,2013/3/26,2631,,2013/3/26,6370
2013/3/27,555.86,,2013/3/27,4900,,2013/3/27,3660,,2013/3/27,1675,,2013/3/27,922,,2013/3/27,708,,2013/3/27,4085,,2013/3/27,4265,,2013/3/27,2067.5,,2013/3/27,1283.3,,2013/3/27,1441,,2013/3/27,564,,2013/3/27,3880,,2013/3/27,206,,2013/3/27,2726,,2013/3/27,589,,2013/3/27,14740,,2013/3/27,7770,,2013/3/27,1802,,2013/3/27,9970,,2013/3/27,1360,,2013/3/27,3015,,2013/3/27,3085,,2013/3/27,3525,,2013/3/27,7040,,2013/3/27,551,,2013/3/27,5190,,2013/3/27,1016,,2013/3/27,2681,,2013/3/27,2724,,2013/3/27,6260
2013/3/28,549.63,,2013/3/28,4825,,2013/3/28,3600,,2013/3/28,1625,,2013/3/28,907,,2013/3/28,704,,2013/3/28,3975,,2013/3/28,4320,,2013/3/28,2050,,2013/3/28,1308.3,,2013/3/28,1396,,2013/3/28,564,,2013/3/28,3840,,2013/3/28,201,,2013/3/28,2704,,2013/3/28,580,,2013/3/28,14390,,2013/3/28,7730,,2013/3/28,1760,,2013/3/28,9920,,2013/3/28,1318,,2013/3/28,3005,,2013/3/28,3115,,2013/3/28,3450,,2013/3/28,7050,,2013/3/28,546,,2013/3/28,5140,,2013/3/28,1012,,2013/3/28,2651,,2013/3/28,2672,,2013/3/28,6210
2013/3/29,546.5,,2013/3/29,4860,,2013/3/29,3555,,2013/3/29,1642,,2013/3/29,905,,2013/3/29,654,,2013/3/29,3985,,2013/3/29,4340,,2013/3/29,2052.5,,2013/3/29,1290,,2013/3/29,1421,,2013/3/29,558,,2013/3/29,3775,,2013/3/29,199,,2013/3/29,2650,,2013/3/29,577,,2013/3/29,14490,,2013/3/29,7720,,2013/3/29,1743,,2013/3/29,9920,,2013/3/29,1313,,2013/3/29,3000,,2013/3/29,3115,,2013/3/29,3400,,2013/3/29,6970,,2013/3/29,543,,2013/3/29,5030,,2013/3/29,1012,,2013/3/29,2596,,2013/3/29,2639,,2013/3/29,6250
2013/4/1,530.08,,2013/4/1,4760,,2013/4/1,3460,,2013/4/1,1572,,2013/4/1,887,,2013/4/1,632,,2013/4/1,3765,,2013/4/1,4255,,2013/4/1,1980,,2013/4/1,1271.7,,2013/4/1,1380,,2013/4/1,532,,2013/4/1,3635,,2013/4/1,191,,2013/4/1,2640,,2013/4/1,552,,2013/4/1,14460,,2013/4/1,7270,,2013/4/1,1715,,2013/4/1,9410,,2013/4/1,1291,,2013/4/1,2921,,2013/4/1,2959,,2013/4/1,3360,,2013/4/1,6730,,2013/4/1,529,,2013/4/1,4780,,2013/4/1,983,,2013/4/1,2495,,2013/4/1,2574,,2013/4/1,5990
2013/4/2,526.17,,2013/4/2,4615,,2013/4/2,3370,,2013/4/2,1559,,2013/4/2,856,,2013/4/2,624,,2013/4/2,3690,,2013/4/2,4270,,2013/4/2,2005,,2013/4/2,1263.3,,2013/4/2,1372,,2013/4/2,544,,2013/4/2,3695,,2013/4/2,194,,2013/4/2,2578,,2013/4/2,556,,2013/4/2,14130,,2013/4/2,7320,,2013/4/2,1670,,2013/4/2,9300,,2013/4/2,1258,,2013/4/2,2932,,2013/4/2,2993,,2013/4/2,3245,,2013/4/2,6550,,2013/4/2,524,,2013/4/2,4660,,2013/4/2,969,,2013/4/2,2648,,2013/4/2,2686,,2013/4/2,5870
2013/4/3,535.31,,2013/4/3,4790,,2013/4/3,3525,,2013/4/3,1570,,2013/4/3,889,,2013/4/3,610,,2013/4/3,3895,,2013/4/3,4485,,2013/4/3,2017.5,,2013/4/3,1290,,2013/4/3,1377,,2013/4/3,548,,2013/4/3,3715,,2013/4/3,196,,2013/4/3,2599,,2013/4/3,560,,2013/4/3,14280,,2013/4/3,7730,,2013/4/3,1667,,2013/4/3,9940,,2013/4/3,1241,,2013/4/3,3015,,2013/4/3,2990,,2013/4/3,3270,,2013/4/3,6680,,2013/4/3,530,,2013/4/3,4825,,2013/4/3,987,,2013/4/3,2655,,2013/4/3,2718,,2013/4/3,5890
2013/4/4,551.96,,2013/4/4,4925,,2013/4/4,3645,,2013/4/4,1573,,2013/4/4,912,,2013/4/4,624,,2013/4/4,4010,,2013/4/4,4520,,2013/4/4,2050,,2013/4/4,1340,,2013/4/4,1405,,2013/4/4,578,,2013/4/4,3960,,2013/4/4,206,,2013/4/4,2677,,2013/4/4,579,,2013/4/4,14580,,2013/4/4,8110,,2013/4/4,1674,,2013/4/4,10150,,2013/4/4,1250,,2013/4/4,3095,,2013/4/4,3090,,2013/4/4,3240,,2013/4/4,6780,,2013/4/4,531,,2013/4/4,4980,,2013/4/4,1044,,2013/4/4,2846,,2013/4/4,2930,,2013/4/4,6100
2013/4/5,567.76,,2013/4/5,5090,,2013/4/5,3670,,2013/4/5,1580,,2013/4/5,968,,2013/4/5,612,,2013/4/5,4110,,2013/4/5,4650,,2013/4/5,2087.5,,2013/4/5,1343.3,,2013/4/5,1413,,2013/4/5,607,,2013/4/5,4150,,2013/4/5,209,,2013/4/5,2805,,2013/4/5,602,,2013/4/5,14610,,2013/4/5,8610,,2013/4/5,1661,,2013/4/5,10460,,2013/4/5,1221,,2013/4/5,3110,,2013/4/5,3400,,2013/4/5,3290,,2013/4/5,7100,,2013/4/5,547,,2013/4/5,4980,,2013/4/5,1076,,2013/4/5,3145,,2013/4/5,3310,,2013/4/5,6150
2013/4/8,587.67,,2013/4/8,5300,,2013/4/8,3805,,2013/4/8,1670,,2013/4/8,979,,2013/4/8,643,,2013/4/8,4215,,2013/4/8,4760,,2013/4/8,2162.5,,2013/4/8,1371.7,,2013/4/8,1468,,2013/4/8,640,,2013/4/8,4395,,2013/4/8,216,,2013/4/8,2904,,2013/4/8,663,,2013/4/8,14750,,2013/4/8,8800,,2013/4/8,1713,,2013/4/8,11000,,2013/4/8,1251,,2013/4/8,3195,,2013/4/8,3455,,2013/4/8,3405,,2013/4/8,7200,,2013/4/8,560,,2013/4/8,5030,,2013/4/8,1100,,2013/4/8,3195,,2013/4/8,3510,,2013/4/8,6310
